790,2010080221052050,@68,138900823,@68,
791,2010080221052720,Prod,138900842,8019,
792,2010080221052720,Prod,138900842,8030,
793,2010080221052720,Prod,138900842,@119,
799,2010080221053390,Downtime,138900842,4068,Process
800,2010080221060060,Downtime,138900842,4068,Process
801,2010080221065610,W-up,138900842,@47,ON
802,2010080221065620,W-up,138900842,@47,ON
803,2010080221065620,W-up,138900842,@47,ON
804,2010080221065620,W-up,138900842,@47,ON
805,2010080221065620,W-up,138900842,@47,ON
806,2010080221065620,W-up,138900842,@47,ON
807,2010080221070070,Downtime,138900842,4068,Process
808,2010080221080080,Downtime,138900842,4068,Process
809,2010080221083310,W-up,138900842,@48,OFF
810,2010080221083360,W-up,138900842,@48,OFF
811,2010080221083370,W-up,138900842,@48,OFF
812,2010080221083370,W-up,138900842,@48,OFF
813,2010080221083370,W-up,138900842,@48,OFF
814,2010080221083410,W-up,138900842,@48,OFF
815,2010080221090090,Downtime,138900842,4068,Process
816,2010080221094860,MR,138900842,@41,
817,2010080221100100,,138900842,@17,
818,2010080221100650,MR,138900842,@42,
819,2010080221103550,MR,138900842,@41,
820,2010080221105360,MR,138900842,@42,
821,2010080221110110,,138900842,@17,
822,2010080221112210,MR,138900842,@41,
823,2010080221113960,MR,138900842,@42,
824,2010080221120120,,138900842,@17,
825,2010080221120800,MR,138900842,@41,
826,2010080221122600,MR,138900842,@42,
827,2010080221130120,,138900842,@17,
828,2010080221140130,,138900842,@17,
829,2010080221150140,,138900842,@17,
830,2010080221150880,,138900842,@17,
831,2010080221152710,,138900842,@17,
832,2010080221160150,,138900842,@17,
833,2010080221170060,,138900842,@17,
834,2010080221172060,,138900842,@17,
835,2010080221172820,MR,138900842,4000,
836,2010080221174950,,138900842,@17,
837,2010080221175760,,138900845,@17,
838,2010080221181460,,138900892,@17,
843,2010080221190080,,138900892,@17,
844,2010080221191710,,138900892,@17,
845,2010080221195260,,138900958,@17,
846,2010080221195460,,138900962,@17,
849,2010080221210090,,138900962,@17,
850,2010080221220100,,138900962,@17,
851,2010080221230110,,138900962,@17,
852,2010080221240120,,138900962,@17,
853,2010080221240450,,138900962,@17,
854,2010080221244660,,138901032,@17,
857,2010080221250130,,138901032,@17,
858,2010080221260140,,138901032,@17,
859,2010080221270140,,138901032,@17,
860,2010080221275710,,138901032,@17,
861,2010080221280290,,138901032,@17,
862,2010080221280400,,138901032,@17,
863,2010080221280660,,138901032,@17,
864,2010080221280660,,138901032,@17,
865,2010080221285370,,138901147,@17,
866,2010080221295310,,138901320,@17,
867,2010080221305260,,138901495,@17,
868,2010080221315310,,138901672,@17,
869,2010080221325260,,138901845,@17,
870,2010080221335300,,138902021,@17,
871,2010080221345360,,138902197,@17,
872,2010080221355270,,138902371,@17,
873,2010080221365260,,138902545,@17,
874,2010080221375310,,138902722,@17,
875,2010080221385310,,138902896,@17,
876,2010080221395260,,138903070,@17,
877,2010080221405310,,138903247,@17,
878,2010080221415260,,138903420,@17,
879,2010080221425310,,138903596,@17,
880,2010080221425360,Prod,138903596,8019,
881,2010080221425370,Prod,138903596,8030,
882,2010080221425370,Prod,138903596,@119,
888,2010080221431060,W-up,138903596,@47,ON
889,2010080221431060,W-up,138903596,@45,ON
890,2010080221431070,W-up,138903596,@47,ON
891,2010080221431080,W-up,138903596,@45,ON
892,2010080221431080,W-up,138903596,@47,ON
893,2010080221431080,W-up,138903596,@45,ON
894,2010080221431080,W-up,138903596,@47,ON
895,2010080221431080,W-up,138903596,@45,ON
896,2010080221431080,W-up,138903596,@47,ON
897,2010080221431080,W-up,138903596,@45,ON
898,2010080221431080,W-up,138903596,@47,ON
899,2010080221431110,W-up,138903596,@45,ON
900,2010080221440090,Downtime,138903596,4068,Process
901,2010080221444760,W-up,138903596,@48,OFF
902,2010080221444760,W-up,138903596,@48,OFF
903,2010080221444810,W-up,138903596,@48,OFF
904,2010080221444860,W-up,138903596,@48,OFF
905,2010080221444860,W-up,138903596,@48,OFF
906,2010080221444860,W-up,138903596,@48,OFF
907,2010080221450100,Downtime,138903596,4068,Process
908,2010080221454960,W-up,138903596,@46,OFF
909,2010080221455060,W-up,138903596,@46,OFF
910,2010080221455110,W-up,138903596,@46,OFF
911,2010080221455110,W-up,138903596,@46,OFF
912,2010080221455110,W-up,138903596,@46,OFF
913,2010080221455120,W-up,138903596,@46,OFF
914,2010080221460110,Downtime,138903596,4068,Process
915,2010080221470120,Downtime,138903596,4068,Process
916,2010080221480130,Downtime,138903596,4068,Process
917,2010080221490130,,138903596,@17,
918,2010080221500140,,138903596,@17,
919,2010080221501820,W-up,138903596,4050,
920,2010080221510050,,138903596,@17,
921,2010080221511110,MR,138903596,@41,
923,2010080221511330,,138903596,@17,
925,2010080221512960,MR,138903596,@42,
926,2010080221520060,,138903596,@17,
927,2010080221520100,MR,138903596,@41,
928,2010080221521860,MR,138903596,@42,
929,2010080221524710,MR,138903596,@41,
930,2010080221530070,,138903596,@17,
931,2010080221530460,MR,138903596,@42,
932,2010080221533210,MR,138903596,@41,
933,2010080221535010,MR,138903596,@42,
934,2010080221540080,,138903596,@17,
935,2010080221541960,MR,138903596,@41,
936,2010080221543700,MR,138903596,@42,
937,2010080221550090,,138903596,@17,
938,2010080221555160,@97,138903596,@97,
